size,array_type,algorithm,repeats,time_ms
49400,almost_sorted,introsort,3,2.33593
49500,random,quick,3,7.13593
49500,random,introsort,3,5.98093
49500,reversed,quick,3,3.72193
49500,reversed,introsort,3,1.9906
49500,almost_sorted,quick,3,4.66147
49500,almost_sorted,introsort,3,3.28623
49600,random,quick,3,7.48483
49600,random,introsort,3,5.75647
49600,reversed,quick,3,3.50717
49600,reversed,introsort,3,1.86107
49600,almost_sorted,quick,3,4.14303
49600,almost_sorted,introsort,3,2.10017
49700,random,quick,3,8.36223
49700,random,introsort,3,9.74873
49700,reversed,quick,3,6.28627
49700,reversed,introsort,3,2.53493
49700,almost_sorted,quick,3,4.55927
49700,almost_sorted,introsort,3,2.43713
49800,random,quick,3,11.4931
49800,random,introsort,3,7.1626
49800,reversed,quick,3,4.65787
49800,reversed,introsort,3,2.22863
49800,almost_sorted,quick,3,4.95147
49800,almost_sorted,introsort,3,2.4017
49900,random,quick,3,12.3096
49900,random,introsort,3,8.5506
49900,reversed,quick,3,4.92097
49900,reversed,introsort,3,2.46677
49900,almost_sorted,quick,3,4.68627
49900,almost_sorted,introsort,3,2.3214
50000,random,quick,3,9.43973
50000,random,introsort,3,8.07377
50000,reversed,quick,3,4.45003
50000,reversed,introsort,3,2.9486
50000,almost_sorted,quick,3,4.37807
50000,almost_sorted,introsort,3,2.2988
50100,random,quick,3,8.97577
50100,random,introsort,3,9.2991
50100,reversed,quick,3,4.12073
50100,reversed,introsort,3,2.3888
50100,almost_sorted,quick,3,4.19873
50100,almost_sorted,introsort,3,2.39463
50200,random,quick,3,11.1309
50200,random,introsort,3,7.91103
50200,reversed,quick,3,5.60303
50200,reversed,introsort,3,2.3996
50200,almost_sorted,quick,3,4.79427
50200,almost_sorted,introsort,3,2.23123
50300,random,quick,3,11.1286
50300,random,introsort,3,7.8843
50300,reversed,quick,3,5.20537
50300,reversed,introsort,3,4.3232
50300,almost_sorted,quick,3,5.6616
50300,almost_sorted,introsort,3,2.2334
50400,random,quick,3,8.509
50400,random,introsort,3,9.82663
50400,reversed,quick,3,5.94103
50400,reversed,introsort,3,2.19207
50400,almost_sorted,quick,3,4.07373
50400,almost_sorted,introsort,3,2.2147
50500,random,quick,3,8.90503
50500,random,introsort,3,7.34093
50500,reversed,quick,3,5.3877
50500,reversed,introsort,3,3.18333
50500,almost_sorted,quick,3,4.12337
50500,almost_sorted,introsort,3,2.34393
50600,random,quick,3,11.2542
50600,random,introsort,3,9.01503
50600,reversed,quick,3,6.215
50600,reversed,introsort,3,3.26807
50600,almost_sorted,quick,3,6.0924
50600,almost_sorted,introsort,3,3.83407
50700,random,quick,3,8.5076
50700,random,introsort,3,6.22183
50700,reversed,quick,3,4.23153
50700,reversed,introsort,3,3.42493
50700,almost_sorted,quick,3,6.0396
50700,almost_sorted,introsort,3,2.85847
50800,random,quick,3,10.918
50800,random,introsort,3,11.6482
50800,reversed,quick,3,4.26703
50800,reversed,introsort,3,2.01867
50800,almost_sorted,quick,3,3.72863
50800,almost_sorted,introsort,3,2.05387
50900,random,quick,3,8.4058
50900,random,introsort,3,6.94407
50900,reversed,quick,3,3.60283
50900,reversed,introsort,3,2.49807
50900,almost_sorted,quick,3,3.67887
50900,almost_sorted,introsort,3,2.12167
51000,random,quick,3,7.47683
51000,random,introsort,3,6.1622
51000,reversed,quick,3,3.81827
51000,reversed,introsort,3,2.45727
51000,almost_sorted,quick,3,3.95847
51000,almost_sorted,introsort,3,2.67747
51100,random,quick,3,8.0588
51100,random,introsort,3,7.30837
51100,reversed,quick,3,5.319
51100,reversed,introsort,3,2.87433
51100,almost_sorted,quick,3,4.05637
51100,almost_sorted,introsort,3,2.32963
51200,random,quick,3,9.6472
51200,random,introsort,3,7.57207
51200,reversed,quick,3,3.8453
51200,reversed,introsort,3,2.05023
51200,almost_sorted,quick,3,3.8903
51200,almost_sorted,introsort,3,2.15937
51300,random,quick,3,8.856
51300,random,introsort,3,6.68747
51300,reversed,quick,3,4.41147
51300,reversed,introsort,3,2.01577
51300,almost_sorted,quick,3,3.74733
51300,almost_sorted,introsort,3,2.0174
51400,random,quick,3,7.65317
51400,random,introsort,3,6.314
51400,reversed,quick,3,3.94427
51400,reversed,introsort,3,4.61277
51400,almost_sorted,quick,3,6.6924
51400,almost_sorted,introsort,3,3.91723
51500,random,quick,3,9.12663
51500,random,introsort,3,7.25537
51500,reversed,quick,3,5.09187
51500,reversed,introsort,3,2.00127
51500,almost_sorted,quick,3,6.03597
51500,almost_sorted,introsort,3,2.44943
51600,random,quick,3,8.53597
51600,random,introsort,3,6.35107
51600,reversed,quick,3,3.59643
51600,reversed,introsort,3,2.07153
51600,almost_sorted,quick,3,3.81057
51600,almost_sorted,introsort,3,2.05367
51700,random,quick,3,10.0836
51700,random,introsort,3,6.17713
51700,reversed,quick,3,4.91867
51700,reversed,introsort,3,2.21297
51700,almost_sorted,quick,3,3.98603
51700,almost_sorted,introsort,3,2.05457
51800,random,quick,3,7.34937
51800,random,introsort,3,6.4634
51800,reversed,quick,3,3.87503
51800,reversed,introsort,3,2.12117
51800,almost_sorted,quick,3,3.81477
51800,almost_sorted,introsort,3,2.50867
51900,random,quick,3,7.63507
51900,random,introsort,3,6.29523
51900,reversed,quick,3,3.81597
51900,reversed,introsort,3,3.10407
51900,almost_sorted,quick,3,4.39503
51900,almost_sorted,introsort,3,3.602
52000,random,quick,3,7.3905
52000,random,introsort,3,6.2947
52000,reversed,quick,3,5.15103
52000,reversed,introsort,3,3.67113
52000,almost_sorted,quick,3,4.97107
52000,almost_sorted,introsort,3,2.06027
52100,random,quick,3,7.54087
52100,random,introsort,3,6.09573
52100,reversed,quick,3,3.66293
52100,reversed,introsort,3,2.01747
52100,almost_sorted,quick,3,3.71657
52100,almost_sorted,introsort,3,2.01803
52200,random,quick,3,7.3673
52200,random,introsort,3,9.44713
52200,reversed,quick,3,6.33497
52200,reversed,introsort,3,2.4578
52200,almost_sorted,quick,3,6.8918
52200,almost_sorted,introsort,3,4.5331
52300,random,quick,3,14.9447
52300,random,introsort,3,8.14827
52300,reversed,quick,3,3.7973
52300,reversed,introsort,3,2.7635
52300,almost_sorted,quick,3,5.58387
52300,almost_sorted,introsort,3,2.3497
52400,random,quick,3,7.98707
52400,random,introsort,3,7.04387
52400,reversed,quick,3,3.826
52400,reversed,introsort,3,2.62073
52400,almost_sorted,quick,3,4.2942
52400,almost_sorted,introsort,3,1.97997
52500,random,quick,3,9.50757
52500,random,introsort,3,6.29477
52500,reversed,quick,3,4.44367
52500,reversed,introsort,3,2.17533
52500,almost_sorted,quick,3,3.6846
52500,almost_sorted,introsort,3,2.33353
52600,random,quick,3,7.9788
52600,random,introsort,3,9.21277
52600,reversed,quick,3,4.82137
52600,reversed,introsort,3,2.93647
52600,almost_sorted,quick,3,4.46197
52600,almost_sorted,introsort,3,2.17763
52700,random,quick,3,10.857
52700,random,introsort,3,8.99577
52700,reversed,quick,3,4.5341
52700,reversed,introsort,3,2.20447
52700,almost_sorted,quick,3,4.098
52700,almost_sorted,introsort,3,2.72497
52800,random,quick,3,8.11547
52800,random,introsort,3,8.0551
52800,reversed,quick,3,3.82167
52800,reversed,introsort,3,2.19297
52800,almost_sorted,quick,3,4.23647
52800,almost_sorted,introsort,3,2.17057
52900,random,quick,3,8.39613
52900,random,introsort,3,9.02217
52900,reversed,quick,3,6.0929
52900,reversed,introsort,3,3.05563
52900,almost_sorted,quick,3,5.67827
52900,almost_sorted,introsort,3,2.9735
53000,random,quick,3,10.0423
53000,random,introsort,3,10.4729
53000,reversed,quick,3,4.80347
53000,reversed,introsort,3,2.08453
53000,almost_sorted,quick,3,3.87573
53000,almost_sorted,introsort,3,2.16863
53100,random,quick,3,7.69727
53100,random,introsort,3,6.38557
53100,reversed,quick,3,3.76623
53100,reversed,introsort,3,1.99443
53100,almost_sorted,quick,3,3.8901
53100,almost_sorted,introsort,3,2.03503
53200,random,quick,3,7.89043
53200,random,introsort,3,6.9102
53200,reversed,quick,3,4.52077
53200,reversed,introsort,3,2.50313
53200,almost_sorted,quick,3,4.36037
53200,almost_sorted,introsort,3,2.2925
53300,random,quick,3,11.2651
53300,random,introsort,3,9.43697
53300,reversed,quick,3,5.6648
53300,reversed,introsort,3,3.56097
53300,almost_sorted,quick,3,4.811
53300,almost_sorted,introsort,3,2.51067
53400,random,quick,3,12.5339
53400,random,introsort,3,8.38167
53400,reversed,quick,3,3.83367
53400,reversed,introsort,3,3.64093
53400,almost_sorted,quick,3,6.06633
53400,almost_sorted,introsort,3,3.1012
53500,random,quick,3,8.2774
53500,random,introsort,3,9.58657
53500,reversed,quick,3,5.28093
53500,reversed,introsort,3,2.50633
53500,almost_sorted,quick,3,3.99453
53500,almost_sorted,introsort,3,2.64693
53600,random,quick,3,11.9962
53600,random,introsort,3,7.66467
53600,reversed,quick,3,5.34763
53600,reversed,introsort,3,2.93113
53600,almost_sorted,quick,3,6.7224
53600,almost_sorted,introsort,3,3.20737
53700,random,quick,3,9.5888
53700,random,introsort,3,8.9839
53700,reversed,quick,3,4.5398
53700,reversed,introsort,3,2.27973
53700,almost_sorted,quick,3,5.29583
53700,almost_sorted,introsort,3,2.136
53800,random,quick,3,10.2608
53800,random,introsort,3,7.52207
53800,reversed,quick,3,7.0008
53800,reversed,introsort,3,2.61983
53800,almost_sorted,quick,3,4.21673
53800,almost_sorted,introsort,3,3.663
53900,random,quick,3,11.6701
53900,random,introsort,3,9.06787
53900,reversed,quick,3,4.1639
53900,reversed,introsort,3,2.10993
53900,almost_sorted,quick,3,4.1507
53900,almost_sorted,introsort,3,2.86543
54000,random,quick,3,10.6762
54000,random,introsort,3,7.25233
54000,reversed,quick,3,5.5484
54000,reversed,introsort,3,3.71813
54000,almost_sorted,quick,3,4.89813
54000,almost_sorted,introsort,3,2.5505
54100,random,quick,3,9.7139
54100,random,introsort,3,10.1926
54100,reversed,quick,3,4.25953
54100,reversed,introsort,3,3.2538
54100,almost_sorted,quick,3,4.8409
54100,almost_sorted,introsort,3,2.03583
54200,random,quick,3,12.9898
54200,random,introsort,3,7.7526
54200,reversed,quick,3,4.59773
54200,reversed,introsort,3,2.4486
54200,almost_sorted,quick,3,5.62887
54200,almost_sorted,introsort,3,2.5345
54300,random,quick,3,8.06277
54300,random,introsort,3,9.44147
54300,reversed,quick,3,5.6244
54300,reversed,introsort,3,2.30397
54300,almost_sorted,quick,3,4.04447
54300,almost_sorted,introsort,3,2.16087
54400,random,quick,3,9.535
54400,random,introsort,3,10.1021
54400,reversed,quick,3,4.96147
54400,reversed,introsort,3,2.75827
54400,almost_sorted,quick,3,5.2475
54400,almost_sorted,introsort,3,2.19463
54500,random,quick,3,9.75773
54500,random,introsort,3,7.67407
54500,reversed,quick,3,5.36563
54500,reversed,introsort,3,2.65553
54500,almost_sorted,quick,3,5.23647
54500,almost_sorted,introsort,3,2.54453
54600,random,quick,3,8.87337
54600,random,introsort,3,8.7532
54600,reversed,quick,3,6.81783
54600,reversed,introsort,3,2.9285
54600,almost_sorted,quick,3,5.04447
54600,almost_sorted,introsort,3,2.4085
54700,random,quick,3,11.0375
54700,random,introsort,3,9.13173
54700,reversed,quick,3,5.11613
54700,reversed,introsort,3,2.96493
54700,almost_sorted,quick,3,4.94477
54700,almost_sorted,introsort,3,2.35007
54800,random,quick,3,8.1217
54800,random,introsort,3,7.4561
54800,reversed,quick,3,4.13953
54800,reversed,introsort,3,2.1993
54800,almost_sorted,quick,3,4.54547
54800,almost_sorted,introsort,3,2.18863
54900,random,quick,3,9.72633
54900,random,introsort,3,10.4059
54900,reversed,quick,3,5.3833
54900,reversed,introsort,3,2.83217
54900,almost_sorted,quick,3,6.3914
54900,almost_sorted,introsort,3,3.87583
55000,random,quick,3,14.4606
55000,random,introsort,3,11.5799
55000,reversed,quick,3,6.73813
55000,reversed,introsort,3,3.55613
55000,almost_sorted,quick,3,5.21437
55000,almost_sorted,introsort,3,2.18837
55100,random,quick,3,8.91903
55100,random,introsort,3,7.18203
55100,reversed,quick,3,4.23283
55100,reversed,introsort,3,3.0295
55100,almost_sorted,quick,3,4.20217
55100,almost_sorted,introsort,3,2.37537
55200,random,quick,3,11.3951
55200,random,introsort,3,7.546
55200,reversed,quick,3,4.32833
55200,reversed,introsort,3,3.76493
55200,almost_sorted,quick,3,4.15953
55200,almost_sorted,introsort,3,3.41407
55300,random,quick,3,9.9788
55300,random,introsort,3,7.12007
55300,reversed,quick,3,4.35797
55300,reversed,introsort,3,2.9216
55300,almost_sorted,quick,3,5.86673
55300,almost_sorted,introsort,3,2.129
55400,random,quick,3,10.1632
55400,random,introsort,3,6.93103
55400,reversed,quick,3,5.3909
55400,reversed,introsort,3,2.35863
55400,almost_sorted,quick,3,4.12293
55400,almost_sorted,introsort,3,3.6707
55500,random,quick,3,8.32193
55500,random,introsort,3,6.72513
55500,reversed,quick,3,4.46623
55500,reversed,introsort,3,2.5609
55500,almost_sorted,quick,3,4.24993
55500,almost_sorted,introsort,3,2.63
55600,random,quick,3,9.24733
55600,random,introsort,3,8.01457
55600,reversed,quick,3,4.84367
55600,reversed,introsort,3,2.36503
55600,almost_sorted,quick,3,5.40457
55600,almost_sorted,introsort,3,2.6801
55700,random,quick,3,9.85017
55700,random,introsort,3,7.72457
55700,reversed,quick,3,6.19323
55700,reversed,introsort,3,2.52303
55700,almost_sorted,quick,3,5.089
55700,almost_sorted,introsort,3,3.21107
55800,random,quick,3,10.1723
55800,random,introsort,3,6.94773
55800,reversed,quick,3,4.94263
55800,reversed,introsort,3,3.0309
55800,almost_sorted,quick,3,4.0603
55800,almost_sorted,introsort,3,2.4144
55900,random,quick,3,9.46467
55900,random,introsort,3,8.03803
55900,reversed,quick,3,7.1034
55900,reversed,introsort,3,3.63517
55900,almost_sorted,quick,3,5.05677
55900,almost_sorted,introsort,3,3.04997
56000,random,quick,3,11.339
56000,random,introsort,3,10.5907
56000,reversed,quick,3,5.16267
56000,reversed,introsort,3,2.62447
56000,almost_sorted,quick,3,5.93693
56000,almost_sorted,introsort,3,3.44207
56100,random,quick,3,11.2801
56100,random,introsort,3,9.5495
56100,reversed,quick,3,4.98873
56100,reversed,introsort,3,2.7035
56100,almost_sorted,quick,3,4.5193
56100,almost_sorted,introsort,3,2.7198
56200,random,quick,3,9.10557
56200,random,introsort,3,7.88973
56200,reversed,quick,3,6.4836
56200,reversed,introsort,3,3.03343
56200,almost_sorted,quick,3,5.26927
56200,almost_sorted,introsort,3,3.40563
56300,random,quick,3,10.1726
56300,random,introsort,3,10.4422
56300,reversed,quick,3,5.37947
56300,reversed,introsort,3,2.40253
56300,almost_sorted,quick,3,7.23373
56300,almost_sorted,introsort,3,3.7531
56400,random,quick,3,11.2195
56400,random,introsort,3,8.69013
56400,reversed,quick,3,4.86447
56400,reversed,introsort,3,2.37833
56400,almost_sorted,quick,3,4.50983
56400,almost_sorted,introsort,3,3.99863
56500,random,quick,3,8.52603
56500,random,introsort,3,6.71517
56500,reversed,quick,3,4.3606
56500,reversed,introsort,3,2.23617
56500,almost_sorted,quick,3,4.19043
56500,almost_sorted,introsort,3,2.3381
56600,random,quick,3,8.60333
56600,random,introsort,3,7.04513
56600,reversed,quick,3,4.30747
56600,reversed,introsort,3,2.23863
56600,almost_sorted,quick,3,4.21217
56600,almost_sorted,introsort,3,2.45583
56700,random,quick,3,14.1275
56700,random,introsort,3,10.6329
56700,reversed,quick,3,7.0666
56700,reversed,introsort,3,2.2465
56700,almost_sorted,quick,3,4.4532
56700,almost_sorted,introsort,3,2.92687
56800,random,quick,3,9.9661
56800,random,introsort,3,8.93
56800,reversed,quick,3,5.75307
56800,reversed,introsort,3,3.09777
56800,almost_sorted,quick,3,5.51257
56800,almost_sorted,introsort,3,3.29437
56900,random,quick,3,8.08463
56900,random,introsort,3,9.59457
56900,reversed,quick,3,6.55713
56900,reversed,introsort,3,2.298
56900,almost_sorted,quick,3,5.00497
56900,almost_sorted,introsort,3,3.60073
57000,random,quick,3,12.0627
57000,random,introsort,3,9.19427
57000,reversed,quick,3,5.64067
57000,reversed,introsort,3,3.0987
57000,almost_sorted,quick,3,5.1551
57000,almost_sorted,introsort,3,3.03963
57100,random,quick,3,12.5768
57100,random,introsort,3,9.1628
57100,reversed,quick,3,5.41257
57100,reversed,introsort,3,2.68233
57100,almost_sorted,quick,3,4.95407
57100,almost_sorted,introsort,3,3.3263
57200,random,quick,3,8.69063
57200,random,introsort,3,7.52493
57200,reversed,quick,3,4.40247
57200,reversed,introsort,3,2.9009
57200,almost_sorted,quick,3,4.27783
57200,almost_sorted,introsort,3,2.33243
57300,random,quick,3,11.0277
57300,random,introsort,3,9.15243
57300,reversed,quick,3,4.3187
57300,reversed,introsort,3,2.8078
57300,almost_sorted,quick,3,4.925
57300,almost_sorted,introsort,3,3.33847
57400,random,quick,3,12.6737
57400,random,introsort,3,10.8002
57400,reversed,quick,3,5.3615
57400,reversed,introsort,3,2.6509
57400,almost_sorted,quick,3,5.1314
57400,almost_sorted,introsort,3,3.9724
57500,random,quick,3,8.6527
57500,random,introsort,3,6.98353
57500,reversed,quick,3,4.351
57500,reversed,introsort,3,4.5914
57500,almost_sorted,quick,3,4.46117
57500,almost_sorted,introsort,3,2.44793
57600,random,quick,3,10.6528
57600,random,introsort,3,7.31123
57600,reversed,quick,3,4.5394
57600,reversed,introsort,3,3.56673
57600,almost_sorted,quick,3,6.62873
57600,almost_sorted,introsort,3,4.87863
57700,random,quick,3,11.7924
57700,random,introsort,3,8.7723
57700,reversed,quick,3,4.55743
57700,reversed,introsort,3,3.0486
57700,almost_sorted,quick,3,4.84753
57700,almost_sorted,introsort,3,2.7764
57800,random,quick,3,9.8565
57800,random,introsort,3,9.49427
57800,reversed,quick,3,6.11323
57800,reversed,introsort,3,3.40637
57800,almost_sorted,quick,3,5.77887
57800,almost_sorted,introsort,3,3.6193
57900,random,quick,3,11.2466
57900,random,introsort,3,8.09863
57900,reversed,quick,3,5.40433
57900,reversed,introsort,3,3.08683
57900,almost_sorted,quick,3,6.26537
57900,almost_sorted,introsort,3,3.73003
58000,random,quick,3,13.7035
58000,random,introsort,3,11.5645
58000,reversed,quick,3,5.46153
58000,reversed,introsort,3,3.08847
58000,almost_sorted,quick,3,4.7271
58000,almost_sorted,introsort,3,3.3876
58100,random,quick,3,10.0752
58100,random,introsort,3,7.2679
58100,reversed,quick,3,4.60607
58100,reversed,introsort,3,2.6837
58100,almost_sorted,quick,3,4.36893
58100,almost_sorted,introsort,3,2.3472
58200,random,quick,3,12.6173
58200,random,introsort,3,7.2534
58200,reversed,quick,3,4.14667
58200,reversed,introsort,3,3.72187
58200,almost_sorted,quick,3,4.7539
58200,almost_sorted,introsort,3,4.26293
58300,random,quick,3,12.0864
58300,random,introsort,3,9.4113
58300,reversed,quick,3,7.76687
58300,reversed,introsort,3,3.81007
58300,almost_sorted,quick,3,7.22827
58300,almost_sorted,introsort,3,4.03303
58400,random,quick,3,13.9167
58400,random,introsort,3,12.3734
58400,reversed,quick,3,5.35407
58400,reversed,introsort,3,3.79997
58400,almost_sorted,quick,3,6.50677
58400,almost_sorted,introsort,3,2.91907
58500,random,quick,3,11.5372
58500,random,introsort,3,8.6287
58500,reversed,quick,3,4.63753
58500,reversed,introsort,3,2.34157
58500,almost_sorted,quick,3,5.1639
58500,almost_sorted,introsort,3,3.04627
58600,random,quick,3,10.0541
58600,random,introsort,3,7.30077
58600,reversed,quick,3,5.27513
58600,reversed,introsort,3,3.9879
58600,almost_sorted,quick,3,5.05993
58600,almost_sorted,introsort,3,2.8724
58700,random,quick,3,9.75317
58700,random,introsort,3,10.4874
58700,reversed,quick,3,5.1248
58700,reversed,introsort,3,2.35283
58700,almost_sorted,quick,3,5.87493
58700,almost_sorted,introsort,3,2.99437
58800,random,quick,3,9.50867
58800,random,introsort,3,8.02127
58800,reversed,quick,3,4.6071
58800,reversed,introsort,3,2.65097
58800,almost_sorted,quick,3,7.53723
58800,almost_sorted,introsort,3,4.36603
58900,random,quick,3,13.2262
58900,random,introsort,3,9.57337
58900,reversed,quick,3,6.87467
58900,reversed,introsort,3,4.0715
58900,almost_sorted,quick,3,6.4206
58900,almost_sorted,introsort,3,3.17333
59000,random,quick,3,13.4399
59000,random,introsort,3,11.4426
59000,reversed,quick,3,6.23823
59000,reversed,introsort,3,4.10893
59000,almost_sorted,quick,3,6.52533
59000,almost_sorted,introsort,3,3.2935
59100,random,quick,3,12.1152
59100,random,introsort,3,7.36347
59100,reversed,quick,3,4.2835
59100,reversed,introsort,3,2.30897
59100,almost_sorted,quick,3,4.39093
59100,almost_sorted,introsort,3,2.43123
59200,random,quick,3,8.4977
59200,random,introsort,3,7.2895
59200,reversed,quick,3,4.34137
59200,reversed,introsort,3,2.3054
59200,almost_sorted,quick,3,4.53973
59200,almost_sorted,introsort,3,2.3426
59300,random,quick,3,10.6106
59300,random,introsort,3,8.25663
59300,reversed,quick,3,5.35057
59300,reversed,introsort,3,2.54653
59300,almost_sorted,quick,3,4.509
59300,almost_sorted,introsort,3,2.59547
59400,random,quick,3,8.9756
59400,random,introsort,3,8.02717
59400,reversed,quick,3,6.0237
59400,reversed,introsort,3,3.26917
59400,almost_sorted,quick,3,5.51623
59400,almost_sorted,introsort,3,2.57453
59500,random,quick,3,12.2778
59500,random,introsort,3,11.327
59500,reversed,quick,3,5.1873
59500,reversed,introsort,3,2.8577
59500,almost_sorted,quick,3,5.54007
59500,almost_sorted,introsort,3,4.01947
59600,random,quick,3,10.8742
59600,random,introsort,3,11.0259
59600,reversed,quick,3,5.49863
59600,reversed,introsort,3,2.39573
59600,almost_sorted,quick,3,4.49943
59600,almost_sorted,introsort,3,4.18543
59700,random,quick,3,12.011
59700,random,introsort,3,11.1812
59700,reversed,quick,3,6.74923
59700,reversed,introsort,3,4.31417
59700,almost_sorted,quick,3,7.75327
59700,almost_sorted,introsort,3,3.417
59800,random,quick,3,11.4338
59800,random,introsort,3,8.13827
59800,reversed,quick,3,4.461
59800,reversed,introsort,3,2.4192
59800,almost_sorted,quick,3,4.5824
59800,almost_sorted,introsort,3,2.72433
59900,random,quick,3,10.0747
59900,random,introsort,3,7.65213
59900,reversed,quick,3,4.46923
59900,reversed,introsort,3,2.62973
59900,almost_sorted,quick,3,4.65403
59900,almost_sorted,introsort,3,2.47507
60000,random,quick,3,8.96053
60000,random,introsort,3,8.8602
60000,reversed,quick,3,4.3807
60000,reversed,introsort,3,2.3991
60000,almost_sorted,quick,3,4.37857
60000,almost_sorted,introsort,3,3.89637
60100,random,quick,3,8.95587
60100,random,introsort,3,7.84827
60100,reversed,quick,3,4.47513
60100,reversed,introsort,3,2.44033
60100,almost_sorted,quick,3,4.61217
60100,almost_sorted,introsort,3,2.4918
60200,random,quick,3,9.39093
60200,random,introsort,3,7.4911
60200,reversed,quick,3,4.5106
60200,reversed,introsort,3,2.52527
60200,almost_sorted,quick,3,4.73217
60200,almost_sorted,introsort,3,2.9496
60300,random,quick,3,9.1262
60300,random,introsort,3,7.27257
60300,reversed,quick,3,4.473
60300,reversed,introsort,3,2.38473
60300,almost_sorted,quick,3,5.68353
60300,almost_sorted,introsort,3,2.83417
60400,random,quick,3,10.008
60400,random,introsort,3,7.72877
60400,reversed,quick,3,4.3183
60400,reversed,introsort,3,2.4689
60400,almost_sorted,quick,3,4.51703
60400,almost_sorted,introsort,3,2.57567
60500,random,quick,3,10.1507
60500,random,introsort,3,11.1486
60500,reversed,quick,3,7.76737
60500,reversed,introsort,3,4.65487
60500,almost_sorted,quick,3,6.98287
60500,almost_sorted,introsort,3,2.5344
60600,random,quick,3,10.5696
60600,random,introsort,3,7.32213
60600,reversed,quick,3,4.72677
60600,reversed,introsort,3,3.29007
60600,almost_sorted,quick,3,4.53177
60600,almost_sorted,introsort,3,2.65113
60700,random,quick,3,9.4944
60700,random,introsort,3,8.5922
60700,reversed,quick,3,5.8185
60700,reversed,introsort,3,3.09763
60700,almost_sorted,quick,3,4.625
60700,almost_sorted,introsort,3,4.28817
60800,random,quick,3,13.3742
60800,random,introsort,3,9.8586
60800,reversed,quick,3,4.7392
60800,reversed,introsort,3,2.47707
60800,almost_sorted,quick,3,4.51493
60800,almost_sorted,introsort,3,2.459
60900,random,quick,3,8.92167
60900,random,introsort,3,7.89033
60900,reversed,quick,3,7.47637
60900,reversed,introsort,3,3.29923
60900,almost_sorted,quick,3,5.7649
60900,almost_sorted,introsort,3,5.01503
61000,random,quick,3,12.4455
61000,random,introsort,3,7.99397
61000,reversed,quick,3,6.19957
61000,reversed,introsort,3,3.3506
61000,almost_sorted,quick,3,8.0846
61000,almost_sorted,introsort,3,4.49957
61100,random,quick,3,13.0738
61100,random,introsort,3,11.8824
61100,reversed,quick,3,7.34977
61100,reversed,introsort,3,4.2053
61100,almost_sorted,quick,3,7.7047
61100,almost_sorted,introsort,3,3.85197
61200,random,quick,3,13.3921
61200,random,introsort,3,10.9441
61200,reversed,quick,3,7.1589
61200,reversed,introsort,3,3.85853
61200,almost_sorted,quick,3,7.493
61200,almost_sorted,introsort,3,4.37657
61300,random,quick,3,14.3995
61300,random,introsort,3,13.8623
61300,reversed,quick,3,7.71043
61300,reversed,introsort,3,3.92013
61300,almost_sorted,quick,3,5.71807
61300,almost_sorted,introsort,3,2.76097
61400,random,quick,3,12.9831
61400,random,introsort,3,8.01943
61400,reversed,quick,3,5.4771
61400,reversed,introsort,3,2.85633
61400,almost_sorted,quick,3,7.20123
61400,almost_sorted,introsort,3,2.77057
61500,random,quick,3,12.9214
61500,random,introsort,3,10.2347
61500,reversed,quick,3,5.3373
61500,reversed,introsort,3,2.46363
61500,almost_sorted,quick,3,4.62817
61500,almost_sorted,introsort,3,2.74657
61600,random,quick,3,13.7573
61600,random,introsort,3,12.3448
61600,reversed,quick,3,8.1362
61600,reversed,introsort,3,4.40823
61600,almost_sorted,quick,3,7.53747
61600,almost_sorted,introsort,3,3.7987
61700,random,quick,3,17.5767
61700,random,introsort,3,10.5378
61700,reversed,quick,3,5.6054
61700,reversed,introsort,3,2.4091
61700,almost_sorted,quick,3,4.4356
61700,almost_sorted,introsort,3,2.66867
61800,random,quick,3,9.55807
61800,random,introsort,3,7.7231
61800,reversed,quick,3,4.49837
61800,reversed,introsort,3,2.67453
61800,almost_sorted,quick,3,4.92977
61800,almost_sorted,introsort,3,2.588
61900,random,quick,3,9.38003
61900,random,introsort,3,7.80653
61900,reversed,quick,3,4.72027
61900,reversed,introsort,3,5.21433
61900,almost_sorted,quick,3,4.9667
61900,almost_sorted,introsort,3,2.75593
62000,random,quick,3,9.34267
62000,random,introsort,3,7.65093
62000,reversed,quick,3,4.57167
62000,reversed,introsort,3,2.4749
62000,almost_sorted,quick,3,4.98717
62000,almost_sorted,introsort,3,4.0246
62100,random,quick,3,14.5
62100,random,introsort,3,11.5677
62100,reversed,quick,3,6.52933
62100,reversed,introsort,3,4.1788
62100,almost_sorted,quick,3,6.3706
62100,almost_sorted,introsort,3,3.11307
62200,random,quick,3,14.2367
62200,random,introsort,3,11.278
62200,reversed,quick,3,7.78417
62200,reversed,introsort,3,3.9215
62200,almost_sorted,quick,3,7.49657
62200,almost_sorted,introsort,3,3.56937
62300,random,quick,3,13.7858
62300,random,introsort,3,7.47307
62300,reversed,quick,3,7.63083
62300,reversed,introsort,3,5.01257
62300,almost_sorted,quick,3,5.6542
62300,almost_sorted,introsort,3,4.26967
62400,random,quick,3,14.635
62400,random,introsort,3,8.78457
62400,reversed,quick,3,6.74917
62400,reversed,introsort,3,2.74203
62400,almost_sorted,quick,3,6.75203
62400,almost_sorted,introsort,3,4.62777
62500,random,quick,3,13.2275
62500,random,introsort,3,9.33707
62500,reversed,quick,3,6.375
62500,reversed,introsort,3,2.771
62500,almost_sorted,quick,3,4.53343
