size,array_type,algorithm,repeats,time_ms
24400,random,quick,3,4.50397
24400,random,introsort,3,4.39387
24400,reversed,quick,3,2.91477
24400,reversed,introsort,3,0.9386
24400,almost_sorted,quick,3,2.3161
24400,almost_sorted,introsort,3,1.02003
24500,random,quick,3,3.9032
24500,random,introsort,3,3.08717
24500,reversed,quick,3,1.9479
24500,reversed,introsort,3,1.38683
24500,almost_sorted,quick,3,2.98747
24500,almost_sorted,introsort,3,1.68977
24600,random,quick,3,5.4491
24600,random,introsort,3,3.0164
24600,reversed,quick,3,2.0768
24600,reversed,introsort,3,1.15747
24600,almost_sorted,quick,3,1.70647
24600,almost_sorted,introsort,3,0.9269
24700,random,quick,3,4.83693
24700,random,introsort,3,4.11643
24700,reversed,quick,3,2.3292
24700,reversed,introsort,3,1.31497
24700,almost_sorted,quick,3,2.4529
24700,almost_sorted,introsort,3,1.3399
24800,random,quick,3,3.99927
24800,random,introsort,3,4.16377
24800,reversed,quick,3,3.72273
24800,reversed,introsort,3,1.68643
24800,almost_sorted,quick,3,3.76073
24800,almost_sorted,introsort,3,1.69307
24900,random,quick,3,5.06323
24900,random,introsort,3,4.3313
24900,reversed,quick,3,2.50473
24900,reversed,introsort,3,0.895867
24900,almost_sorted,quick,3,1.9376
24900,almost_sorted,introsort,3,0.9522
25000,random,quick,3,4.46903
25000,random,introsort,3,5.3571
25000,reversed,quick,3,3.09647
25000,reversed,introsort,3,2.00653
25000,almost_sorted,quick,3,3.8282
25000,almost_sorted,introsort,3,2.6289
25100,random,quick,3,9.68773
25100,random,introsort,3,6.16863
25100,reversed,quick,3,4.05233
25100,reversed,introsort,3,2.1795
25100,almost_sorted,quick,3,4.1538
25100,almost_sorted,introsort,3,2.29887
25200,random,quick,3,8.66743
25200,random,introsort,3,7.34543
25200,reversed,quick,3,4.32177
25200,reversed,introsort,3,2.22327
25200,almost_sorted,quick,3,3.35833
25200,almost_sorted,introsort,3,2.80897
25300,random,quick,3,8.45103
25300,random,introsort,3,7.18343
25300,reversed,quick,3,4.16367
25300,reversed,introsort,3,2.12393
25300,almost_sorted,quick,3,3.9283
25300,almost_sorted,introsort,3,2.50147
25400,random,quick,3,8.21567
25400,random,introsort,3,7.1238
25400,reversed,quick,3,3.9383
25400,reversed,introsort,3,2.19693
25400,almost_sorted,quick,3,3.13143
25400,almost_sorted,introsort,3,2.01627
25500,random,quick,3,6.366
25500,random,introsort,3,6.89343
25500,reversed,quick,3,4.2587
25500,reversed,introsort,3,1.76237
25500,almost_sorted,quick,3,3.3442
25500,almost_sorted,introsort,3,2.67617
25600,random,quick,3,8.12647
25600,random,introsort,3,6.7411
25600,reversed,quick,3,4.41923
25600,reversed,introsort,3,2.9063
25600,almost_sorted,quick,3,4.53
25600,almost_sorted,introsort,3,2.7198
25700,random,quick,3,9.3771
25700,random,introsort,3,4.72107
25700,reversed,quick,3,4.22627
25700,reversed,introsort,3,2.90263
25700,almost_sorted,quick,3,4.37027
25700,almost_sorted,introsort,3,2.4351
25800,random,quick,3,8.78457
25800,random,introsort,3,6.8518
25800,reversed,quick,3,4.60497
25800,reversed,introsort,3,2.55627
25800,almost_sorted,quick,3,4.5538
25800,almost_sorted,introsort,3,2.5199
25900,random,quick,3,7.73987
25900,random,introsort,3,6.8346
25900,reversed,quick,3,4.3259
25900,reversed,introsort,3,2.82973
25900,almost_sorted,quick,3,3.75427
25900,almost_sorted,introsort,3,2.657
26000,random,quick,3,5.7077
26000,random,introsort,3,5.37577
26000,reversed,quick,3,2.9668
26000,reversed,introsort,3,1.84883
26000,almost_sorted,quick,3,5.7312
26000,almost_sorted,introsort,3,2.54267
26100,random,quick,3,9.24737
26100,random,introsort,3,7.0973
26100,reversed,quick,3,4.17313
26100,reversed,introsort,3,2.54377
26100,almost_sorted,quick,3,4.34423
26100,almost_sorted,introsort,3,2.75503
26200,random,quick,3,8.68307
26200,random,introsort,3,7.09303
26200,reversed,quick,3,4.19433
26200,reversed,introsort,3,3.09763
26200,almost_sorted,quick,3,4.34853
26200,almost_sorted,introsort,3,2.48237
26300,random,quick,3,8.5162
26300,random,introsort,3,6.46087
26300,reversed,quick,3,4.72623
26300,reversed,introsort,3,2.56917
26300,almost_sorted,quick,3,3.84727
26300,almost_sorted,introsort,3,2.44287
26400,random,quick,3,8.729
26400,random,introsort,3,5.08353
26400,reversed,quick,3,3.52647
26400,reversed,introsort,3,2.6403
26400,almost_sorted,quick,3,4.92867
26400,almost_sorted,introsort,3,2.5344
26500,random,quick,3,9.20543
26500,random,introsort,3,7.7004
26500,reversed,quick,3,4.7322
26500,reversed,introsort,3,2.73593
26500,almost_sorted,quick,3,4.89707
26500,almost_sorted,introsort,3,3.13197
26600,random,quick,3,9.09417
26600,random,introsort,3,7.31453
26600,reversed,quick,3,4.83357
26600,reversed,introsort,3,2.9092
26600,almost_sorted,quick,3,4.7317
26600,almost_sorted,introsort,3,2.96343
26700,random,quick,3,9.81273
26700,random,introsort,3,7.20237
26700,reversed,quick,3,4.86353
26700,reversed,introsort,3,2.97237
26700,almost_sorted,quick,3,4.6917
26700,almost_sorted,introsort,3,2.87107
26800,random,quick,3,9.369
26800,random,introsort,3,7.61207
26800,reversed,quick,3,4.73663
26800,reversed,introsort,3,2.75327
26800,almost_sorted,quick,3,4.75393
26800,almost_sorted,introsort,3,2.7907
26900,random,quick,3,9.73023
26900,random,introsort,3,7.48537
26900,reversed,quick,3,4.90187
26900,reversed,introsort,3,2.9552
26900,almost_sorted,quick,3,4.74793
26900,almost_sorted,introsort,3,2.75457
27000,random,quick,3,9.331
27000,random,introsort,3,7.81373
27000,reversed,quick,3,4.43927
27000,reversed,introsort,3,2.8583
27000,almost_sorted,quick,3,4.40707
27000,almost_sorted,introsort,3,2.73587
27100,random,quick,3,9.55767
27100,random,introsort,3,7.9046
27100,reversed,quick,3,5.37267
27100,reversed,introsort,3,3.11877
27100,almost_sorted,quick,3,5.2679
27100,almost_sorted,introsort,3,2.49187
27200,random,quick,3,9.435
27200,random,introsort,3,7.6023
27200,reversed,quick,3,5.03087
27200,reversed,introsort,3,2.83063
27200,almost_sorted,quick,3,5.06953
27200,almost_sorted,introsort,3,2.90953
27300,random,quick,3,9.27373
27300,random,introsort,3,7.57833
27300,reversed,quick,3,4.78227
27300,reversed,introsort,3,3.06567
27300,almost_sorted,quick,3,4.70097
27300,almost_sorted,introsort,3,3.01583
27400,random,quick,3,9.54813
27400,random,introsort,3,7.3786
27400,reversed,quick,3,5.06223
27400,reversed,introsort,3,3.02337
27400,almost_sorted,quick,3,4.8177
27400,almost_sorted,introsort,3,2.88653
27500,random,quick,3,10.202
27500,random,introsort,3,7.90147
27500,reversed,quick,3,4.8976
27500,reversed,introsort,3,2.8202
27500,almost_sorted,quick,3,4.6911
27500,almost_sorted,introsort,3,2.91157
27600,random,quick,3,9.9759
27600,random,introsort,3,7.79397
27600,reversed,quick,3,5.116
27600,reversed,introsort,3,3.05127
27600,almost_sorted,quick,3,4.88277
27600,almost_sorted,introsort,3,2.80313
27700,random,quick,3,9.44457
27700,random,introsort,3,7.70447
27700,reversed,quick,3,4.80317
27700,reversed,introsort,3,2.97567
27700,almost_sorted,quick,3,4.93097
27700,almost_sorted,introsort,3,3.13883
27800,random,quick,3,9.31893
27800,random,introsort,3,8.0729
27800,reversed,quick,3,4.84177
27800,reversed,introsort,3,3.03603
27800,almost_sorted,quick,3,4.90097
27800,almost_sorted,introsort,3,2.87823
27900,random,quick,3,9.64067
27900,random,introsort,3,7.722
27900,reversed,quick,3,4.81843
27900,reversed,introsort,3,3.10683
27900,almost_sorted,quick,3,4.93913
27900,almost_sorted,introsort,3,3.15487
28000,random,quick,3,9.8492
28000,random,introsort,3,8.36073
28000,reversed,quick,3,5.2322
28000,reversed,introsort,3,3.1098
28000,almost_sorted,quick,3,4.9135
28000,almost_sorted,introsort,3,2.86013
28100,random,quick,3,9.87747
28100,random,introsort,3,8.11157
28100,reversed,quick,3,5.0313
28100,reversed,introsort,3,2.73963
28100,almost_sorted,quick,3,3.91947
28100,almost_sorted,introsort,3,2.3557
28200,random,quick,3,7.65237
28200,random,introsort,3,8.32763
28200,reversed,quick,3,4.90063
28200,reversed,introsort,3,2.7788
28200,almost_sorted,quick,3,5.0647
28200,almost_sorted,introsort,3,2.61083
28300,random,quick,3,9.5793
28300,random,introsort,3,8.04027
28300,reversed,quick,3,4.73457
28300,reversed,introsort,3,3.16827
28300,almost_sorted,quick,3,4.9399
28300,almost_sorted,introsort,3,2.74283
28400,random,quick,3,9.8977
28400,random,introsort,3,8.11823
28400,reversed,quick,3,4.80877
28400,reversed,introsort,3,3.1601
28400,almost_sorted,quick,3,5.05557
28400,almost_sorted,introsort,3,2.93177
28500,random,quick,3,9.64077
28500,random,introsort,3,8.5484
28500,reversed,quick,3,4.86583
28500,reversed,introsort,3,3.18433
28500,almost_sorted,quick,3,4.32077
28500,almost_sorted,introsort,3,2.76053
28600,random,quick,3,9.6086
28600,random,introsort,3,7.2296
28600,reversed,quick,3,4.92943
28600,reversed,introsort,3,2.92993
28600,almost_sorted,quick,3,4.57787
28600,almost_sorted,introsort,3,2.6548
28700,random,quick,3,9.44427
28700,random,introsort,3,8.1705
28700,reversed,quick,3,5.09897
28700,reversed,introsort,3,2.90973
28700,almost_sorted,quick,3,4.6005
28700,almost_sorted,introsort,3,2.77467
28800,random,quick,3,9.5074
28800,random,introsort,3,7.89463
28800,reversed,quick,3,4.69847
28800,reversed,introsort,3,3.03223
28800,almost_sorted,quick,3,4.29837
28800,almost_sorted,introsort,3,2.5162
28900,random,quick,3,9.4552
28900,random,introsort,3,7.64917
28900,reversed,quick,3,4.76343
28900,reversed,introsort,3,2.90003
28900,almost_sorted,quick,3,4.4297
28900,almost_sorted,introsort,3,2.82267
29000,random,quick,3,10.0265
29000,random,introsort,3,7.52197
29000,reversed,quick,3,5.00513
29000,reversed,introsort,3,2.8606
29000,almost_sorted,quick,3,4.41077
29000,almost_sorted,introsort,3,2.58893
29100,random,quick,3,10.0422
29100,random,introsort,3,8.16453
29100,reversed,quick,3,4.8925
29100,reversed,introsort,3,3.0495
29100,almost_sorted,quick,3,5.17347
29100,almost_sorted,introsort,3,3.02013
29200,random,quick,3,10.0371
29200,random,introsort,3,7.9415
29200,reversed,quick,3,3.26467
29200,reversed,introsort,3,1.9326
29200,almost_sorted,quick,3,3.5397
29200,almost_sorted,introsort,3,2.2111
29300,random,quick,3,10.1325
29300,random,introsort,3,7.5032
29300,reversed,quick,3,4.6894
29300,reversed,introsort,3,3.09807
29300,almost_sorted,quick,3,4.61467
29300,almost_sorted,introsort,3,2.8138
29400,random,quick,3,9.82327
29400,random,introsort,3,7.4899
29400,reversed,quick,3,5.01493
29400,reversed,introsort,3,3.0423
29400,almost_sorted,quick,3,5.03193
29400,almost_sorted,introsort,3,2.66997
29500,random,quick,3,8.60173
29500,random,introsort,3,7.83683
29500,reversed,quick,3,5.07143
29500,reversed,introsort,3,3.21047
29500,almost_sorted,quick,3,5.10357
29500,almost_sorted,introsort,3,2.95777
29600,random,quick,3,9.06457
29600,random,introsort,3,6.92367
29600,reversed,quick,3,4.702
29600,reversed,introsort,3,2.64467
29600,almost_sorted,quick,3,4.76403
29600,almost_sorted,introsort,3,3.11943
29700,random,quick,3,10.2704
29700,random,introsort,3,7.35037
29700,reversed,quick,3,4.62673
29700,reversed,introsort,3,3.1181
29700,almost_sorted,quick,3,4.61507
29700,almost_sorted,introsort,3,2.81883
29800,random,quick,3,9.72053
29800,random,introsort,3,7.73123
29800,reversed,quick,3,4.63003
29800,reversed,introsort,3,2.93017
29800,almost_sorted,quick,3,4.7723
29800,almost_sorted,introsort,3,2.9879
29900,random,quick,3,8.6084
29900,random,introsort,3,7.8732
29900,reversed,quick,3,4.97297
29900,reversed,introsort,3,3.09737
29900,almost_sorted,quick,3,4.7302
29900,almost_sorted,introsort,3,2.7679
30000,random,quick,3,10.08
30000,random,introsort,3,7.53433
30000,reversed,quick,3,5.2565
30000,reversed,introsort,3,3.40227
30000,almost_sorted,quick,3,4.8812
30000,almost_sorted,introsort,3,2.47103
30100,random,quick,3,10.3111
30100,random,introsort,3,9.63097
30100,reversed,quick,3,6.24217
30100,reversed,introsort,3,48.9798
30100,almost_sorted,quick,3,12.253
30100,almost_sorted,introsort,3,20.7624
30200,random,quick,3,32.8761
30200,random,introsort,3,8.87277
30200,reversed,quick,3,4.6595
30200,reversed,introsort,3,3.00713
30200,almost_sorted,quick,3,15.7149
30200,almost_sorted,introsort,3,2.7649
30300,random,quick,3,9.27813
30300,random,introsort,3,7.4296
30300,reversed,quick,3,4.74133
30300,reversed,introsort,3,3.16633
30300,almost_sorted,quick,3,3.97537
30300,almost_sorted,introsort,3,2.65353
30400,random,quick,3,9.98963
30400,random,introsort,3,8.87357
30400,reversed,quick,3,4.39637
30400,reversed,introsort,3,2.99257
30400,almost_sorted,quick,3,4.67663
30400,almost_sorted,introsort,3,2.3688
30500,random,quick,3,9.3787
30500,random,introsort,3,8.11513
30500,reversed,quick,3,5.59133
30500,reversed,introsort,3,3.04257
30500,almost_sorted,quick,3,5.1817
30500,almost_sorted,introsort,3,3.28493
30600,random,quick,3,10.2669
30600,random,introsort,3,8.1224
30600,reversed,quick,3,5.64347
30600,reversed,introsort,3,3.1615
30600,almost_sorted,quick,3,5.02303
30600,almost_sorted,introsort,3,2.86207
30700,random,quick,3,10.2982
30700,random,introsort,3,8.6024
30700,reversed,quick,3,5.67657
30700,reversed,introsort,3,3.159
30700,almost_sorted,quick,3,5.08193
30700,almost_sorted,introsort,3,3.20173
30800,random,quick,3,10.3301
30800,random,introsort,3,8.37117
30800,reversed,quick,3,5.68547
30800,reversed,introsort,3,3.2184
30800,almost_sorted,quick,3,5.67843
30800,almost_sorted,introsort,3,3.07203
30900,random,quick,3,10.5377
30900,random,introsort,3,8.101
30900,reversed,quick,3,5.19377
30900,reversed,introsort,3,2.7807
30900,almost_sorted,quick,3,4.85393
30900,almost_sorted,introsort,3,2.9739
31000,random,quick,3,8.15107
31000,random,introsort,3,4.11197
31000,reversed,quick,3,2.53433
31000,reversed,introsort,3,2.08163
31000,almost_sorted,quick,3,5.4196
31000,almost_sorted,introsort,3,3.19227
31100,random,quick,3,10.5896
31100,random,introsort,3,8.61123
31100,reversed,quick,3,5.28033
31100,reversed,introsort,3,2.1579
31100,almost_sorted,quick,3,5.3206
31100,almost_sorted,introsort,3,3.08037
31200,random,quick,3,10.6857
31200,random,introsort,3,8.70527
31200,reversed,quick,3,5.37063
31200,reversed,introsort,3,3.32763
31200,almost_sorted,quick,3,5.84873
31200,almost_sorted,introsort,3,2.9173
31300,random,quick,3,10.2661
31300,random,introsort,3,7.20147
31300,reversed,quick,3,5.42723
31300,reversed,introsort,3,3.1088
31300,almost_sorted,quick,3,5.66403
31300,almost_sorted,introsort,3,2.99933
31400,random,quick,3,10.4066
31400,random,introsort,3,8.6066
31400,reversed,quick,3,5.6008
31400,reversed,introsort,3,3.0838
31400,almost_sorted,quick,3,5.52773
31400,almost_sorted,introsort,3,3.10627
31500,random,quick,3,9.4887
31500,random,introsort,3,8.3892
31500,reversed,quick,3,5.24833
31500,reversed,introsort,3,3.16287
31500,almost_sorted,quick,3,5.65887
31500,almost_sorted,introsort,3,3.02997
31600,random,quick,3,10.6502
31600,random,introsort,3,8.64327
31600,reversed,quick,3,5.30443
31600,reversed,introsort,3,3.23343
31600,almost_sorted,quick,3,5.60393
31600,almost_sorted,introsort,3,3.06293
31700,random,quick,3,10.4562
31700,random,introsort,3,8.78347
31700,reversed,quick,3,5.26913
31700,reversed,introsort,3,3.28553
31700,almost_sorted,quick,3,5.64183
31700,almost_sorted,introsort,3,3.36913
31800,random,quick,3,10.6153
31800,random,introsort,3,8.26453
31800,reversed,quick,3,5.32733
31800,reversed,introsort,3,3.19357
31800,almost_sorted,quick,3,5.7299
31800,almost_sorted,introsort,3,3.23483
31900,random,quick,3,10.2879
31900,random,introsort,3,8.80667
31900,reversed,quick,3,5.26257
31900,reversed,introsort,3,3.48763
31900,almost_sorted,quick,3,5.32433
31900,almost_sorted,introsort,3,2.86073
32000,random,quick,3,11.7682
32000,random,introsort,3,9.199
32000,reversed,quick,3,5.54303
32000,reversed,introsort,3,3.5809
32000,almost_sorted,quick,3,4.64907
32000,almost_sorted,introsort,3,3.07097
32100,random,quick,3,10.802
32100,random,introsort,3,8.84997
32100,reversed,quick,3,5.8545
32100,reversed,introsort,3,3.28597
32100,almost_sorted,quick,3,5.20527
32100,almost_sorted,introsort,3,3.11037
32200,random,quick,3,10.4826
32200,random,introsort,3,5.0386
32200,reversed,quick,3,3.39613
32200,reversed,introsort,3,3.5221
32200,almost_sorted,quick,3,5.56337
32200,almost_sorted,introsort,3,3.4828
32300,random,quick,3,10.5344
32300,random,introsort,3,8.9408
32300,reversed,quick,3,5.6115
32300,reversed,introsort,3,3.64327
32300,almost_sorted,quick,3,5.5644
32300,almost_sorted,introsort,3,3.37037
32400,random,quick,3,10.9991
32400,random,introsort,3,9.12523
32400,reversed,quick,3,5.62413
32400,reversed,introsort,3,3.2586
32400,almost_sorted,quick,3,5.33577
32400,almost_sorted,introsort,3,3.25973
32500,random,quick,3,11.2907
32500,random,introsort,3,9.00397
32500,reversed,quick,3,5.8168
32500,reversed,introsort,3,3.49237
32500,almost_sorted,quick,3,5.43097
32500,almost_sorted,introsort,3,3.36483
32600,random,quick,3,10.9987
32600,random,introsort,3,9.40527
32600,reversed,quick,3,5.5909
32600,reversed,introsort,3,3.39027
32600,almost_sorted,quick,3,5.61237
32600,almost_sorted,introsort,3,3.3401
32700,random,quick,3,11.4097
32700,random,introsort,3,9.36397
32700,reversed,quick,3,5.43917
32700,reversed,introsort,3,3.49873
32700,almost_sorted,quick,3,5.5044
32700,almost_sorted,introsort,3,3.19463
32800,random,quick,3,11.1063
32800,random,introsort,3,8.96767
32800,reversed,quick,3,5.5986
32800,reversed,introsort,3,3.34117
32800,almost_sorted,quick,3,5.73167
32800,almost_sorted,introsort,3,3.3358
32900,random,quick,3,11.6315
32900,random,introsort,3,9.5939
32900,reversed,quick,3,6.07157
32900,reversed,introsort,3,3.5994
32900,almost_sorted,quick,3,5.06843
32900,almost_sorted,introsort,3,3.40233
33000,random,quick,3,11.0966
33000,random,introsort,3,8.84333
33000,reversed,quick,3,5.62873
33000,reversed,introsort,3,3.46217
33000,almost_sorted,quick,3,5.4987
33000,almost_sorted,introsort,3,2.92943
33100,random,quick,3,11.7772
33100,random,introsort,3,8.90343
33100,reversed,quick,3,5.56763
33100,reversed,introsort,3,3.45453
33100,almost_sorted,quick,3,6.01347
33100,almost_sorted,introsort,3,3.2815
33200,random,quick,3,11.1616
33200,random,introsort,3,9.01057
33200,reversed,quick,3,5.56453
33200,reversed,introsort,3,3.5199
33200,almost_sorted,quick,3,5.5186
33200,almost_sorted,introsort,3,3.98763
33300,random,quick,3,11.2899
33300,random,introsort,3,9.29987
33300,reversed,quick,3,5.84347
33300,reversed,introsort,3,3.5105
33300,almost_sorted,quick,3,6.07837
33300,almost_sorted,introsort,3,3.1411
33400,random,quick,3,11.0406
33400,random,introsort,3,9.44533
33400,reversed,quick,3,5.78893
33400,reversed,introsort,3,3.63247
33400,almost_sorted,quick,3,6.05353
33400,almost_sorted,introsort,3,3.4057
33500,random,quick,3,11.6949
33500,random,introsort,3,9.34853
33500,reversed,quick,3,5.7875
33500,reversed,introsort,3,3.9441
33500,almost_sorted,quick,3,5.70183
33500,almost_sorted,introsort,3,3.23693
33600,random,quick,3,10.8055
33600,random,introsort,3,8.78527
33600,reversed,quick,3,5.99597
33600,reversed,introsort,3,3.54463
33600,almost_sorted,quick,3,5.47853
33600,almost_sorted,introsort,3,3.31267
33700,random,quick,3,11.3679
33700,random,introsort,3,9.33773
33700,reversed,quick,3,5.9338
33700,reversed,introsort,3,3.61743
33700,almost_sorted,quick,3,5.84417
33700,almost_sorted,introsort,3,3.29253
33800,random,quick,3,11.499
33800,random,introsort,3,8.2006
33800,reversed,quick,3,5.49807
33800,reversed,introsort,3,3.6496
33800,almost_sorted,quick,3,5.5241
33800,almost_sorted,introsort,3,3.59273
33900,random,quick,3,11.672
33900,random,introsort,3,9.84963
33900,reversed,quick,3,5.95693
33900,reversed,introsort,3,3.7125
33900,almost_sorted,quick,3,5.4287
33900,almost_sorted,introsort,3,3.35277
34000,random,quick,3,11.6228
34000,random,introsort,3,9.67047
34000,reversed,quick,3,5.83863
34000,reversed,introsort,3,3.46027
34000,almost_sorted,quick,3,5.7193
34000,almost_sorted,introsort,3,3.448
34100,random,quick,3,11.8873
34100,random,introsort,3,9.48813
34100,reversed,quick,3,5.93773
34100,reversed,introsort,3,3.44593
34100,almost_sorted,quick,3,5.82463
34100,almost_sorted,introsort,3,3.3647
34200,random,quick,3,11.7923
34200,random,introsort,3,9.6925
34200,reversed,quick,3,6.0504
34200,reversed,introsort,3,3.7686
34200,almost_sorted,quick,3,6.3523
34200,almost_sorted,introsort,3,3.46007
34300,random,quick,3,11.986
34300,random,introsort,3,9.59283
34300,reversed,quick,3,6.01543
34300,reversed,introsort,3,3.7877
34300,almost_sorted,quick,3,4.99063
34300,almost_sorted,introsort,3,3.0329
34400,random,quick,3,11.2168
34400,random,introsort,3,9.41393
34400,reversed,quick,3,6.03677
34400,reversed,introsort,3,3.93637
34400,almost_sorted,quick,3,5.57493
34400,almost_sorted,introsort,3,3.4499
34500,random,quick,3,11.7133
34500,random,introsort,3,9.8711
34500,reversed,quick,3,6.588
34500,reversed,introsort,3,3.53733
34500,almost_sorted,quick,3,5.49143
34500,almost_sorted,introsort,3,3.16447
34600,random,quick,3,11.712
34600,random,introsort,3,9.88177
34600,reversed,quick,3,5.9403
34600,reversed,introsort,3,2.56807
34600,almost_sorted,quick,3,6.06137
34600,almost_sorted,introsort,3,3.71997
34700,random,quick,3,12.9723
34700,random,introsort,3,9.95723
34700,reversed,quick,3,6.2743
34700,reversed,introsort,3,3.4551
34700,almost_sorted,quick,3,5.55913
34700,almost_sorted,introsort,3,3.33753
34800,random,quick,3,12.0068
34800,random,introsort,3,9.85897
34800,reversed,quick,3,6.1454
34800,reversed,introsort,3,3.72027
34800,almost_sorted,quick,3,5.812
34800,almost_sorted,introsort,3,3.53913
34900,random,quick,3,12.3108
34900,random,introsort,3,9.75883
34900,reversed,quick,3,6.2444
34900,reversed,introsort,3,3.69807
34900,almost_sorted,quick,3,6.14927
34900,almost_sorted,introsort,3,3.48327
35000,random,quick,3,11.5517
35000,random,introsort,3,8.3398
35000,reversed,quick,3,5.43623
35000,reversed,introsort,3,3.39987
35000,almost_sorted,quick,3,6.1031
35000,almost_sorted,introsort,3,3.69037
35100,random,quick,3,10.8173
35100,random,introsort,3,8.06663
35100,reversed,quick,3,5.0645
35100,reversed,introsort,3,3.91307
35100,almost_sorted,quick,3,6.6111
35100,almost_sorted,introsort,3,3.7808
35200,random,quick,3,12.1916
35200,random,introsort,3,9.74787
35200,reversed,quick,3,6.47483
35200,reversed,introsort,3,3.78563
35200,almost_sorted,quick,3,5.98337
35200,almost_sorted,introsort,3,3.61967
35300,random,quick,3,12.2233
35300,random,introsort,3,9.78167
35300,reversed,quick,3,5.97317
35300,reversed,introsort,3,3.3535
35300,almost_sorted,quick,3,6.09123
35300,almost_sorted,introsort,3,4.09317
35400,random,quick,3,12.1744
35400,random,introsort,3,10.3571
35400,reversed,quick,3,6.57187
35400,reversed,introsort,3,3.8785
35400,almost_sorted,quick,3,5.31657
35400,almost_sorted,introsort,3,3.7866
35500,random,quick,3,12.1337
35500,random,introsort,3,9.13687
35500,reversed,quick,3,5.78107
35500,reversed,introsort,3,3.8826
35500,almost_sorted,quick,3,6.3073
35500,almost_sorted,introsort,3,3.65557
35600,random,quick,3,12.2194
35600,random,introsort,3,10.1572
35600,reversed,quick,3,6.32587
35600,reversed,introsort,3,4.10343
35600,almost_sorted,quick,3,6.2872
35600,almost_sorted,introsort,3,3.65217
35700,random,quick,3,12.2254
35700,random,introsort,3,10.1963
35700,reversed,quick,3,6.1802
35700,reversed,introsort,3,4.17893
35700,almost_sorted,quick,3,5.95937
35700,almost_sorted,introsort,3,3.7885
35800,random,quick,3,12.0433
35800,random,introsort,3,9.77993
35800,reversed,quick,3,6.53597
35800,reversed,introsort,3,3.7375
35800,almost_sorted,quick,3,5.75603
35800,almost_sorted,introsort,3,3.505
35900,random,quick,3,12.1238
35900,random,introsort,3,10.5358
35900,reversed,quick,3,6.48727
35900,reversed,introsort,3,3.7121
35900,almost_sorted,quick,3,5.86277
35900,almost_sorted,introsort,3,3.29567
36000,random,quick,3,12.8816
36000,random,introsort,3,9.86523
36000,reversed,quick,3,6.60837
36000,reversed,introsort,3,3.40923
36000,almost_sorted,quick,3,5.88867
36000,almost_sorted,introsort,3,3.36903
36100,random,quick,3,12.1048
36100,random,introsort,3,10.2312
36100,reversed,quick,3,6.2666
36100,reversed,introsort,3,3.8121
36100,almost_sorted,quick,3,6.1578
36100,almost_sorted,introsort,3,3.6988
36200,random,quick,3,12.4507
36200,random,introsort,3,10.2953
36200,reversed,quick,3,6.4176
36200,reversed,introsort,3,3.79393
36200,almost_sorted,quick,3,6.86773
36200,almost_sorted,introsort,3,3.63927
36300,random,quick,3,12.602
36300,random,introsort,3,10.0182
36300,reversed,quick,3,6.44647
36300,reversed,introsort,3,3.92167
36300,almost_sorted,quick,3,6.8705
36300,almost_sorted,introsort,3,4.2276
36400,random,quick,3,12.482
36400,random,introsort,3,10.0596
36400,reversed,quick,3,6.3824
36400,reversed,introsort,3,3.56683
36400,almost_sorted,quick,3,6.0557
36400,almost_sorted,introsort,3,4.02183
36500,random,quick,3,11.1058
36500,random,introsort,3,9.78637
36500,reversed,quick,3,6.4109
36500,reversed,introsort,3,3.83143
36500,almost_sorted,quick,3,6.49833
36500,almost_sorted,introsort,3,3.59513
36600,random,quick,3,12.3496
36600,random,introsort,3,10.3339
36600,reversed,quick,3,6.19217
36600,reversed,introsort,3,4.13937
36600,almost_sorted,quick,3,6.3106
36600,almost_sorted,introsort,3,4.23743
36700,random,quick,3,11.6718
36700,random,introsort,3,9.4546
36700,reversed,quick,3,5.64127
36700,reversed,introsort,3,3.52717
36700,almost_sorted,quick,3,6.92353
36700,almost_sorted,introsort,3,3.86383
36800,random,quick,3,13.415
36800,random,introsort,3,10.0329
36800,reversed,quick,3,6.68417
36800,reversed,introsort,3,3.76333
36800,almost_sorted,quick,3,6.17193
36800,almost_sorted,introsort,3,3.90337
36900,random,quick,3,12.6938
36900,random,introsort,3,9.60267
36900,reversed,quick,3,5.85517
36900,reversed,introsort,3,3.52713
36900,almost_sorted,quick,3,5.4981
36900,almost_sorted,introsort,3,3.69277
37000,random,quick,3,11.851
37000,random,introsort,3,10.7192
37000,reversed,quick,3,6.3253
37000,reversed,introsort,3,3.77847
37000,almost_sorted,quick,3,5.571
37000,almost_sorted,introsort,3,3.61537
37100,random,quick,3,12.8878
37100,random,introsort,3,10.446
37100,reversed,quick,3,6.5835
37100,reversed,introsort,3,3.81423
37100,almost_sorted,quick,3,5.99393
37100,almost_sorted,introsort,3,4.0901
37200,random,quick,3,13.0416
37200,random,introsort,3,9.71993
37200,reversed,quick,3,6.8177
37200,reversed,introsort,3,5.28767
37200,almost_sorted,quick,3,5.55983
37200,almost_sorted,introsort,3,3.88633
37300,random,quick,3,12.4171
37300,random,introsort,3,10.2646
37300,reversed,quick,3,6.85307
37300,reversed,introsort,3,4.1271
37300,almost_sorted,quick,3,6.15197
37300,almost_sorted,introsort,3,3.75277
37400,random,quick,3,12.3692
37400,random,introsort,3,10.5054
37400,reversed,quick,3,6.3515
37400,reversed,introsort,3,3.8477
37400,almost_sorted,quick,3,5.687
