size,array_type,algorithm,threshold,repeats,time_ms
16000,almost_sorted,merge_insertion,10,5,1.29632
16000,almost_sorted,merge_insertion,15,5,1.23618
16000,almost_sorted,merge_insertion,20,5,1.09092
16000,almost_sorted,merge_insertion,30,5,1.2615
16000,almost_sorted,merge_insertion,50,5,1.01816
16100,random,merge,0,5,3.18224
16100,random,merge_insertion,5,5,2.93344
16100,random,merge_insertion,10,5,2.76366
16100,random,merge_insertion,15,5,3.35028
16100,random,merge_insertion,20,5,3.24586
16100,random,merge_insertion,30,5,2.95984
16100,random,merge_insertion,50,5,2.98796
16100,reversed,merge,0,5,1.93802
16100,reversed,merge_insertion,5,5,1.61226
16100,reversed,merge_insertion,10,5,1.39808
16100,reversed,merge_insertion,15,5,1.31946
16100,reversed,merge_insertion,20,5,1.40772
16100,reversed,merge_insertion,30,5,1.40684
16100,reversed,merge_insertion,50,5,1.69
16100,almost_sorted,merge,0,5,1.8331
16100,almost_sorted,merge_insertion,5,5,1.7375
16100,almost_sorted,merge_insertion,10,5,2.30478
16100,almost_sorted,merge_insertion,15,5,1.37756
16100,almost_sorted,merge_insertion,20,5,1.1624
16100,almost_sorted,merge_insertion,30,5,1.28728
16100,almost_sorted,merge_insertion,50,5,1.10362
16200,random,merge,0,5,3.26156
16200,random,merge_insertion,5,5,4.28254
16200,random,merge_insertion,10,5,5.49452
16200,random,merge_insertion,15,5,4.25898
16200,random,merge_insertion,20,5,3.60054
16200,random,merge_insertion,30,5,2.64482
16200,random,merge_insertion,50,5,3.33634
16200,reversed,merge,0,5,2.44522
16200,reversed,merge_insertion,5,5,1.4386
16200,reversed,merge_insertion,10,5,1.31076
16200,reversed,merge_insertion,15,5,2.0272
16200,reversed,merge_insertion,20,5,1.78486
16200,reversed,merge_insertion,30,5,1.51286
16200,reversed,merge_insertion,50,5,3.00798
16200,almost_sorted,merge,0,5,1.77772
16200,almost_sorted,merge_insertion,5,5,1.68886
16200,almost_sorted,merge_insertion,10,5,1.43874
16200,almost_sorted,merge_insertion,15,5,2.04822
16200,almost_sorted,merge_insertion,20,5,1.7199
16200,almost_sorted,merge_insertion,30,5,1.37754
16200,almost_sorted,merge_insertion,50,5,1.14578
16300,random,merge,0,5,3.58586
16300,random,merge_insertion,5,5,3.59814
16300,random,merge_insertion,10,5,3.4137
16300,random,merge_insertion,15,5,3.0386
16300,random,merge_insertion,20,5,2.82548
16300,random,merge_insertion,30,5,2.84958
16300,random,merge_insertion,50,5,3.03874
16300,reversed,merge,0,5,1.73724
16300,reversed,merge_insertion,5,5,1.58766
16300,reversed,merge_insertion,10,5,1.53946
16300,reversed,merge_insertion,15,5,1.49294
16300,reversed,merge_insertion,20,5,1.52658
16300,reversed,merge_insertion,30,5,1.4252
16300,reversed,merge_insertion,50,5,1.82238
16300,almost_sorted,merge,0,5,1.86468
16300,almost_sorted,merge_insertion,5,5,1.48568
16300,almost_sorted,merge_insertion,10,5,1.66316
16300,almost_sorted,merge_insertion,15,5,1.2739
16300,almost_sorted,merge_insertion,20,5,1.19524
16300,almost_sorted,merge_insertion,30,5,1.1422
16300,almost_sorted,merge_insertion,50,5,1.10502
16400,random,merge,0,5,3.27758
16400,random,merge_insertion,5,5,3.22954
16400,random,merge_insertion,10,5,3.1476
16400,random,merge_insertion,15,5,3.17244
16400,random,merge_insertion,20,5,2.90508
16400,random,merge_insertion,30,5,2.78102
16400,random,merge_insertion,50,5,2.8046
16400,reversed,merge,0,5,1.67754
16400,reversed,merge_insertion,5,5,1.4171
16400,reversed,merge_insertion,10,5,1.6187
16400,reversed,merge_insertion,15,5,1.44728
16400,reversed,merge_insertion,20,5,1.62194
16400,reversed,merge_insertion,30,5,1.42924
16400,reversed,merge_insertion,50,5,1.8609
16400,almost_sorted,merge,0,5,1.86194
16400,almost_sorted,merge_insertion,5,5,1.44876
16400,almost_sorted,merge_insertion,10,5,1.55302
16400,almost_sorted,merge_insertion,15,5,1.83124
16400,almost_sorted,merge_insertion,20,5,1.62836
16400,almost_sorted,merge_insertion,30,5,1.1772
16400,almost_sorted,merge_insertion,50,5,1.03362
16500,random,merge,0,5,3.3194
16500,random,merge_insertion,5,5,3.14516
16500,random,merge_insertion,10,5,3.05274
16500,random,merge_insertion,15,5,2.90128
16500,random,merge_insertion,20,5,2.90436
16500,random,merge_insertion,30,5,2.80836
16500,random,merge_insertion,50,5,3.05574
16500,reversed,merge,0,5,1.71738
16500,reversed,merge_insertion,5,5,1.56612
16500,reversed,merge_insertion,10,5,1.42292
16500,reversed,merge_insertion,15,5,1.54022
16500,reversed,merge_insertion,20,5,1.53992
16500,reversed,merge_insertion,30,5,1.41692
16500,reversed,merge_insertion,50,5,1.79344
16500,almost_sorted,merge,0,5,1.74436
16500,almost_sorted,merge_insertion,5,5,1.604
16500,almost_sorted,merge_insertion,10,5,1.37428
16500,almost_sorted,merge_insertion,15,5,1.3826
16500,almost_sorted,merge_insertion,20,5,1.13462
16500,almost_sorted,merge_insertion,30,5,1.3265
16500,almost_sorted,merge_insertion,50,5,1.06378
16600,random,merge,0,5,3.22682
16600,random,merge_insertion,5,5,3.07936
16600,random,merge_insertion,10,5,3.10652
16600,random,merge_insertion,15,5,2.928
16600,random,merge_insertion,20,5,3.71768
16600,random,merge_insertion,30,5,2.8382
16600,random,merge_insertion,50,5,3.00576
16600,reversed,merge,0,5,2.03806
16600,reversed,merge_insertion,5,5,1.52324
16600,reversed,merge_insertion,10,5,1.5153
16600,reversed,merge_insertion,15,5,1.49086
16600,reversed,merge_insertion,20,5,1.9975
16600,reversed,merge_insertion,30,5,1.5865
16600,reversed,merge_insertion,50,5,2.0259
16600,almost_sorted,merge,0,5,1.9566
16600,almost_sorted,merge_insertion,5,5,3.30528
16600,almost_sorted,merge_insertion,10,5,2.70784
16600,almost_sorted,merge_insertion,15,5,2.70086
16600,almost_sorted,merge_insertion,20,5,3.19528
16600,almost_sorted,merge_insertion,30,5,1.95984
16600,almost_sorted,merge_insertion,50,5,1.1911
16700,random,merge,0,5,5.10108
16700,random,merge_insertion,5,5,4.25188
16700,random,merge_insertion,10,5,2.96046
16700,random,merge_insertion,15,5,3.40704
16700,random,merge_insertion,20,5,2.77792
16700,random,merge_insertion,30,5,3.43978
16700,random,merge_insertion,50,5,4.25126
16700,reversed,merge,0,5,1.82166
16700,reversed,merge_insertion,5,5,1.57124
16700,reversed,merge_insertion,10,5,1.47194
16700,reversed,merge_insertion,15,5,1.4668
16700,reversed,merge_insertion,20,5,1.59182
16700,reversed,merge_insertion,30,5,1.56314
16700,reversed,merge_insertion,50,5,2.23666
16700,almost_sorted,merge,0,5,1.72084
16700,almost_sorted,merge_insertion,5,5,1.54682
16700,almost_sorted,merge_insertion,10,5,1.264
16700,almost_sorted,merge_insertion,15,5,1.3071
16700,almost_sorted,merge_insertion,20,5,1.3879
16700,almost_sorted,merge_insertion,30,5,1.13674
16700,almost_sorted,merge_insertion,50,5,1.10618
16800,random,merge,0,5,3.3665
16800,random,merge_insertion,5,5,3.00422
16800,random,merge_insertion,10,5,2.8852
16800,random,merge_insertion,15,5,2.88906
16800,random,merge_insertion,20,5,2.71996
16800,random,merge_insertion,30,5,2.86014
16800,random,merge_insertion,50,5,3.90864
16800,reversed,merge,0,5,1.78308
16800,reversed,merge_insertion,5,5,1.64826
16800,reversed,merge_insertion,10,5,1.40608
16800,reversed,merge_insertion,15,5,1.48878
16800,reversed,merge_insertion,20,5,1.45972
16800,reversed,merge_insertion,30,5,1.55182
16800,reversed,merge_insertion,50,5,2.02354
16800,almost_sorted,merge,0,5,2.20518
16800,almost_sorted,merge_insertion,5,5,1.94834
16800,almost_sorted,merge_insertion,10,5,1.52544
16800,almost_sorted,merge_insertion,15,5,1.72782
16800,almost_sorted,merge_insertion,20,5,1.2907
16800,almost_sorted,merge_insertion,30,5,1.25226
16800,almost_sorted,merge_insertion,50,5,1.35232
16900,random,merge,0,5,3.8211
16900,random,merge_insertion,5,5,3.61884
16900,random,merge_insertion,10,5,3.23572
16900,random,merge_insertion,15,5,3.27428
16900,random,merge_insertion,20,5,3.23406
16900,random,merge_insertion,30,5,3.50088
16900,random,merge_insertion,50,5,3.31104
16900,reversed,merge,0,5,1.8686
16900,reversed,merge_insertion,5,5,1.497
16900,reversed,merge_insertion,10,5,1.51084
16900,reversed,merge_insertion,15,5,1.469
16900,reversed,merge_insertion,20,5,1.4874
16900,reversed,merge_insertion,30,5,1.5291
16900,reversed,merge_insertion,50,5,1.84282
16900,almost_sorted,merge,0,5,2.10512
16900,almost_sorted,merge_insertion,5,5,1.48712
16900,almost_sorted,merge_insertion,10,5,1.57764
16900,almost_sorted,merge_insertion,15,5,1.45168
16900,almost_sorted,merge_insertion,20,5,1.25886
16900,almost_sorted,merge_insertion,30,5,1.17748
16900,almost_sorted,merge_insertion,50,5,1.23974
17000,random,merge,0,5,3.46726
17000,random,merge_insertion,5,5,3.23534
17000,random,merge_insertion,10,5,3.05096
17000,random,merge_insertion,15,5,3.10736
17000,random,merge_insertion,20,5,3.02226
17000,random,merge_insertion,30,5,2.91556
17000,random,merge_insertion,50,5,3.09728
17000,reversed,merge,0,5,1.70078
17000,reversed,merge_insertion,5,5,2.24772
17000,reversed,merge_insertion,10,5,1.36232
17000,reversed,merge_insertion,15,5,1.57284
17000,reversed,merge_insertion,20,5,1.7367
17000,reversed,merge_insertion,30,5,1.55056
17000,reversed,merge_insertion,50,5,2.0625
17000,almost_sorted,merge,0,5,1.87054
17000,almost_sorted,merge_insertion,5,5,1.69752
17000,almost_sorted,merge_insertion,10,5,1.50594
17000,almost_sorted,merge_insertion,15,5,1.43674
17000,almost_sorted,merge_insertion,20,5,1.16218
17000,almost_sorted,merge_insertion,30,5,1.92986
17000,almost_sorted,merge_insertion,50,5,1.89266
17100,random,merge,0,5,3.93696
17100,random,merge_insertion,5,5,3.50022
17100,random,merge_insertion,10,5,3.30726
17100,random,merge_insertion,15,5,3.90552
17100,random,merge_insertion,20,5,5.28894
17100,random,merge_insertion,30,5,3.90762
17100,random,merge_insertion,50,5,3.2923
17100,reversed,merge,0,5,2.34844
17100,reversed,merge_insertion,5,5,1.49018
17100,reversed,merge_insertion,10,5,1.91236
17100,reversed,merge_insertion,15,5,2.14714
17100,reversed,merge_insertion,20,5,1.82108
17100,reversed,merge_insertion,30,5,1.67816
17100,reversed,merge_insertion,50,5,2.82482
17100,almost_sorted,merge,0,5,3.0424
17100,almost_sorted,merge_insertion,5,5,1.82106
17100,almost_sorted,merge_insertion,10,5,1.46576
17100,almost_sorted,merge_insertion,15,5,1.31382
17100,almost_sorted,merge_insertion,20,5,1.22478
17100,almost_sorted,merge_insertion,30,5,1.30672
17100,almost_sorted,merge_insertion,50,5,1.08504
17200,random,merge,0,5,4.36318
17200,random,merge_insertion,5,5,3.22638
17200,random,merge_insertion,10,5,3.2174
17200,random,merge_insertion,15,5,3.0069
17200,random,merge_insertion,20,5,2.90304
17200,random,merge_insertion,30,5,5.43416
17200,random,merge_insertion,50,5,5.98066
17200,reversed,merge,0,5,3.31582
17200,reversed,merge_insertion,5,5,2.76786
17200,reversed,merge_insertion,10,5,1.6515
17200,reversed,merge_insertion,15,5,2.08384
17200,reversed,merge_insertion,20,5,2.46082
17200,reversed,merge_insertion,30,5,2.13658
17200,reversed,merge_insertion,50,5,2.78424
17200,almost_sorted,merge,0,5,2.85608
17200,almost_sorted,merge_insertion,5,5,3.17324
17200,almost_sorted,merge_insertion,10,5,2.85388
17200,almost_sorted,merge_insertion,15,5,3.88226
17200,almost_sorted,merge_insertion,20,5,3.14904
17200,almost_sorted,merge_insertion,30,5,3.718
17200,almost_sorted,merge_insertion,50,5,3.40222
17300,random,merge,0,5,8.79244
17300,random,merge_insertion,5,5,7.60268
17300,random,merge_insertion,10,5,7.07588
17300,random,merge_insertion,15,5,6.53334
17300,random,merge_insertion,20,5,6.44158
17300,random,merge_insertion,30,5,6.47996
17300,random,merge_insertion,50,5,6.56218
17300,reversed,merge,0,5,6.019
17300,reversed,merge_insertion,5,5,4.192
17300,reversed,merge_insertion,10,5,5.60506
17300,reversed,merge_insertion,15,5,2.95226
17300,reversed,merge_insertion,20,5,3.85666
17300,reversed,merge_insertion,30,5,4.1504
17300,reversed,merge_insertion,50,5,5.31824
17300,almost_sorted,merge,0,5,4.75872
17300,almost_sorted,merge_insertion,5,5,3.25964
17300,almost_sorted,merge_insertion,10,5,3.90426
17300,almost_sorted,merge_insertion,15,5,4.08272
17300,almost_sorted,merge_insertion,20,5,3.4062
17300,almost_sorted,merge_insertion,30,5,3.53532
17300,almost_sorted,merge_insertion,50,5,2.11334
17400,random,merge,0,5,6.032
17400,random,merge_insertion,5,5,6.35124
17400,random,merge_insertion,10,5,7.3026
17400,random,merge_insertion,15,5,6.86718
17400,random,merge_insertion,20,5,6.83106
17400,random,merge_insertion,30,5,7.00748
17400,random,merge_insertion,50,5,7.0242
17400,reversed,merge,0,5,5.31554
17400,reversed,merge_insertion,5,5,4.5768
17400,reversed,merge_insertion,10,5,3.68232
17400,reversed,merge_insertion,15,5,3.15268
17400,reversed,merge_insertion,20,5,3.39742
17400,reversed,merge_insertion,30,5,4.44218
17400,reversed,merge_insertion,50,5,5.85912
17400,almost_sorted,merge,0,5,6.06534
17400,almost_sorted,merge_insertion,5,5,4.7438
17400,almost_sorted,merge_insertion,10,5,4.32148
17400,almost_sorted,merge_insertion,15,5,4.36252
17400,almost_sorted,merge_insertion,20,5,3.98842
17400,almost_sorted,merge_insertion,30,5,4.27368
17400,almost_sorted,merge_insertion,50,5,3.53948
17500,random,merge,0,5,8.7614
17500,random,merge_insertion,5,5,6.6099
17500,random,merge_insertion,10,5,7.67022
17500,random,merge_insertion,15,5,7.66506
17500,random,merge_insertion,20,5,7.07926
17500,random,merge_insertion,30,5,6.33592
17500,random,merge_insertion,50,5,6.99092
17500,reversed,merge,0,5,5.45448
17500,reversed,merge_insertion,5,5,4.69992
17500,reversed,merge_insertion,10,5,4.25958
17500,reversed,merge_insertion,15,5,4.44842
17500,reversed,merge_insertion,20,5,4.63296
17500,reversed,merge_insertion,30,5,4.3978
17500,reversed,merge_insertion,50,5,5.78598
17500,almost_sorted,merge,0,5,5.4572
17500,almost_sorted,merge_insertion,5,5,4.44038
17500,almost_sorted,merge_insertion,10,5,3.89166
17500,almost_sorted,merge_insertion,15,5,4.2466
17500,almost_sorted,merge_insertion,20,5,3.8898
17500,almost_sorted,merge_insertion,30,5,4.50528
17500,almost_sorted,merge_insertion,50,5,3.6202
17600,random,merge,0,5,8.82152
17600,random,merge_insertion,5,5,7.95034
17600,random,merge_insertion,10,5,7.27638
17600,random,merge_insertion,15,5,7.29282
17600,random,merge_insertion,20,5,6.97268
17600,random,merge_insertion,30,5,7.19102
17600,random,merge_insertion,50,5,7.48962
17600,reversed,merge,0,5,5.50622
17600,reversed,merge_insertion,5,5,4.6743
17600,reversed,merge_insertion,10,5,4.6027
17600,reversed,merge_insertion,15,5,4.29776
17600,reversed,merge_insertion,20,5,4.6293
17600,reversed,merge_insertion,30,5,4.51812
17600,reversed,merge_insertion,50,5,5.83264
17600,almost_sorted,merge,0,5,5.50738
17600,almost_sorted,merge_insertion,5,5,4.75374
17600,almost_sorted,merge_insertion,10,5,3.61278
17600,almost_sorted,merge_insertion,15,5,4.54616
17600,almost_sorted,merge_insertion,20,5,3.93952
17600,almost_sorted,merge_insertion,30,5,3.45712
17600,almost_sorted,merge_insertion,50,5,3.60508
17700,random,merge,0,5,7.13292
17700,random,merge_insertion,5,5,6.2673
17700,random,merge_insertion,10,5,6.18942
17700,random,merge_insertion,15,5,7.02252
17700,random,merge_insertion,20,5,7.25418
17700,random,merge_insertion,30,5,7.09042
17700,random,merge_insertion,50,5,6.38632
17700,reversed,merge,0,5,4.73952
17700,reversed,merge_insertion,5,5,3.99734
17700,reversed,merge_insertion,10,5,3.86294
17700,reversed,merge_insertion,15,5,3.73866
17700,reversed,merge_insertion,20,5,3.91416
17700,reversed,merge_insertion,30,5,4.08968
17700,reversed,merge_insertion,50,5,5.3131
17700,almost_sorted,merge,0,5,4.73814
17700,almost_sorted,merge_insertion,5,5,3.52416
17700,almost_sorted,merge_insertion,10,5,3.53972
17700,almost_sorted,merge_insertion,15,5,3.88884
17700,almost_sorted,merge_insertion,20,5,3.70692
17700,almost_sorted,merge_insertion,30,5,3.9232
17700,almost_sorted,merge_insertion,50,5,3.52548
17800,random,merge,0,5,8.04222
17800,random,merge_insertion,5,5,7.57068
17800,random,merge_insertion,10,5,7.24202
17800,random,merge_insertion,15,5,7.27414
17800,random,merge_insertion,20,5,7.03474
17800,random,merge_insertion,30,5,7.19512
17800,random,merge_insertion,50,5,7.28172
17800,reversed,merge,0,5,5.42076
17800,reversed,merge_insertion,5,5,4.54428
17800,reversed,merge_insertion,10,5,4.44124
17800,reversed,merge_insertion,15,5,4.3622
17800,reversed,merge_insertion,20,5,4.61862
17800,reversed,merge_insertion,30,5,4.80772
17800,reversed,merge_insertion,50,5,4.9716
17800,almost_sorted,merge,0,5,5.60188
17800,almost_sorted,merge_insertion,5,5,4.79468
17800,almost_sorted,merge_insertion,10,5,4.36472
17800,almost_sorted,merge_insertion,15,5,3.61208
17800,almost_sorted,merge_insertion,20,5,4.25012
17800,almost_sorted,merge_insertion,30,5,4.06468
17800,almost_sorted,merge_insertion,50,5,2.96164
17900,random,merge,0,5,7.62188
17900,random,merge_insertion,5,5,8.00042
17900,random,merge_insertion,10,5,7.03216
17900,random,merge_insertion,15,5,7.13188
17900,random,merge_insertion,20,5,7.35068
17900,random,merge_insertion,30,5,7.02444
17900,random,merge_insertion,50,5,7.3407
17900,reversed,merge,0,5,5.36198
17900,reversed,merge_insertion,5,5,4.69674
17900,reversed,merge_insertion,10,5,4.38258
17900,reversed,merge_insertion,15,5,4.27204
17900,reversed,merge_insertion,20,5,4.78012
17900,reversed,merge_insertion,30,5,5.15534
17900,reversed,merge_insertion,50,5,5.93042
17900,almost_sorted,merge,0,5,4.2562
17900,almost_sorted,merge_insertion,5,5,3.79482
17900,almost_sorted,merge_insertion,10,5,3.32668
17900,almost_sorted,merge_insertion,15,5,3.35634
17900,almost_sorted,merge_insertion,20,5,2.64166
17900,almost_sorted,merge_insertion,30,5,2.17382
17900,almost_sorted,merge_insertion,50,5,1.92694
18000,random,merge,0,5,6.11652
18000,random,merge_insertion,5,5,5.23434
18000,random,merge_insertion,10,5,4.80504
18000,random,merge_insertion,15,5,4.52918
18000,random,merge_insertion,20,5,5.16546
18000,random,merge_insertion,30,5,4.40486
18000,random,merge_insertion,50,5,5.08176
18000,reversed,merge,0,5,2.998
18000,reversed,merge_insertion,5,5,2.27724
18000,reversed,merge_insertion,10,5,2.03298
18000,reversed,merge_insertion,15,5,2.41952
18000,reversed,merge_insertion,20,5,2.86182
18000,reversed,merge_insertion,30,5,3.51318
18000,reversed,merge_insertion,50,5,3.47534
18000,almost_sorted,merge,0,5,2.5413
18000,almost_sorted,merge_insertion,5,5,1.881
18000,almost_sorted,merge_insertion,10,5,2.19854
18000,almost_sorted,merge_insertion,15,5,2.09998
18000,almost_sorted,merge_insertion,20,5,1.23076
18000,almost_sorted,merge_insertion,30,5,1.52704
18000,almost_sorted,merge_insertion,50,5,1.19374
18100,random,merge,0,5,3.86102
18100,random,merge_insertion,5,5,4.11832
18100,random,merge_insertion,10,5,3.88192
18100,random,merge_insertion,15,5,3.79102
18100,random,merge_insertion,20,5,3.17034
18100,random,merge_insertion,30,5,4.25086
18100,random,merge_insertion,50,5,3.07272
18100,reversed,merge,0,5,1.92992
18100,reversed,merge_insertion,5,5,1.74626
18100,reversed,merge_insertion,10,5,2.14694
18100,reversed,merge_insertion,15,5,2.31644
18100,reversed,merge_insertion,20,5,2.25578
18100,reversed,merge_insertion,30,5,2.64108
18100,reversed,merge_insertion,50,5,2.7887
18100,almost_sorted,merge,0,5,2.45322
18100,almost_sorted,merge_insertion,5,5,1.81328
18100,almost_sorted,merge_insertion,10,5,1.51482
18100,almost_sorted,merge_insertion,15,5,1.5311
18100,almost_sorted,merge_insertion,20,5,1.45694
18100,almost_sorted,merge_insertion,30,5,1.48148
18100,almost_sorted,merge_insertion,50,5,1.18432
18200,random,merge,0,5,3.8383
18200,random,merge_insertion,5,5,3.43088
18200,random,merge_insertion,10,5,3.23466
18200,random,merge_insertion,15,5,6.46126
18200,random,merge_insertion,20,5,4.57294
18200,random,merge_insertion,30,5,4.13608
18200,random,merge_insertion,50,5,4.2539
18200,reversed,merge,0,5,2.74182
18200,reversed,merge_insertion,5,5,2.33598
18200,reversed,merge_insertion,10,5,1.78208
18200,reversed,merge_insertion,15,5,2.08158
18200,reversed,merge_insertion,20,5,2.29858
18200,reversed,merge_insertion,30,5,2.00784
18200,reversed,merge_insertion,50,5,2.24348
18200,almost_sorted,merge,0,5,2.28662
18200,almost_sorted,merge_insertion,5,5,2.22312
18200,almost_sorted,merge_insertion,10,5,1.77848
18200,almost_sorted,merge_insertion,15,5,2.02016
18200,almost_sorted,merge_insertion,20,5,1.68982
18200,almost_sorted,merge_insertion,30,5,1.37974
18200,almost_sorted,merge_insertion,50,5,1.285
18300,random,merge,0,5,4.78516
18300,random,merge_insertion,5,5,3.76432
18300,random,merge_insertion,10,5,4.28646
18300,random,merge_insertion,15,5,3.99558
18300,random,merge_insertion,20,5,3.98426
18300,random,merge_insertion,30,5,3.5341
18300,random,merge_insertion,50,5,3.61958
18300,reversed,merge,0,5,2.36624
18300,reversed,merge_insertion,5,5,1.94006
18300,reversed,merge_insertion,10,5,1.68538
18300,reversed,merge_insertion,15,5,2.00432
18300,reversed,merge_insertion,20,5,1.98482
18300,reversed,merge_insertion,30,5,1.80044
18300,reversed,merge_insertion,50,5,2.61822
18300,almost_sorted,merge,0,5,2.46866
18300,almost_sorted,merge_insertion,5,5,1.98818
18300,almost_sorted,merge_insertion,10,5,2.05172
18300,almost_sorted,merge_insertion,15,5,1.64254
18300,almost_sorted,merge_insertion,20,5,1.42064
18300,almost_sorted,merge_insertion,30,5,1.46336
18300,almost_sorted,merge_insertion,50,5,1.28724
18400,random,merge,0,5,4.88798
18400,random,merge_insertion,5,5,5.2566
18400,random,merge_insertion,10,5,4.61782
18400,random,merge_insertion,15,5,5.39526
18400,random,merge_insertion,20,5,4.18068
18400,random,merge_insertion,30,5,4.73518
18400,random,merge_insertion,50,5,3.6258
18400,reversed,merge,0,5,2.22944
18400,reversed,merge_insertion,5,5,2.01384
18400,reversed,merge_insertion,10,5,1.85086
18400,reversed,merge_insertion,15,5,1.72476
18400,reversed,merge_insertion,20,5,1.9153
18400,reversed,merge_insertion,30,5,1.81304
18400,reversed,merge_insertion,50,5,2.24268
18400,almost_sorted,merge,0,5,2.27896
18400,almost_sorted,merge_insertion,5,5,1.77644
18400,almost_sorted,merge_insertion,10,5,2.00352
18400,almost_sorted,merge_insertion,15,5,1.93318
18400,almost_sorted,merge_insertion,20,5,1.6506
18400,almost_sorted,merge_insertion,30,5,1.66068
18400,almost_sorted,merge_insertion,50,5,1.27708
18500,random,merge,0,5,5.7293
18500,random,merge_insertion,5,5,4.85314
18500,random,merge_insertion,10,5,4.14382
18500,random,merge_insertion,15,5,5.2679
18500,random,merge_insertion,20,5,3.87972
18500,random,merge_insertion,30,5,5.19516
18500,random,merge_insertion,50,5,6.93714
18500,reversed,merge,0,5,5.52966
18500,reversed,merge_insertion,5,5,5.21902
18500,reversed,merge_insertion,10,5,4.70874
18500,reversed,merge_insertion,15,5,4.64732
18500,reversed,merge_insertion,20,5,4.7811
18500,reversed,merge_insertion,30,5,4.92656
18500,reversed,merge_insertion,50,5,7.0703
18500,almost_sorted,merge,0,5,4.76278
18500,almost_sorted,merge_insertion,5,5,4.25642
18500,almost_sorted,merge_insertion,10,5,3.81174
18500,almost_sorted,merge_insertion,15,5,5.01394
18500,almost_sorted,merge_insertion,20,5,4.15286
18500,almost_sorted,merge_insertion,30,5,3.50114
18500,almost_sorted,merge_insertion,50,5,3.26698
18600,random,merge,0,5,7.372
18600,random,merge_insertion,5,5,7.09898
18600,random,merge_insertion,10,5,6.45874
18600,random,merge_insertion,15,5,7.73976
18600,random,merge_insertion,20,5,7.20572
18600,random,merge_insertion,30,5,6.69966
18600,random,merge_insertion,50,5,8.04106
18600,reversed,merge,0,5,5.44174
18600,reversed,merge_insertion,5,5,4.72424
18600,reversed,merge_insertion,10,5,4.51808
18600,reversed,merge_insertion,15,5,4.34144
18600,reversed,merge_insertion,20,5,5.08226
18600,reversed,merge_insertion,30,5,4.8432
18600,reversed,merge_insertion,50,5,5.21914
18600,almost_sorted,merge,0,5,5.55174
18600,almost_sorted,merge_insertion,5,5,4.9825
18600,almost_sorted,merge_insertion,10,5,4.6671
18600,almost_sorted,merge_insertion,15,5,3.45132
18600,almost_sorted,merge_insertion,20,5,4.3123
18600,almost_sorted,merge_insertion,30,5,4.50398
18600,almost_sorted,merge_insertion,50,5,3.6507
18700,random,merge,0,5,8.8781
18700,random,merge_insertion,5,5,8.19188
18700,random,merge_insertion,10,5,7.73134
18700,random,merge_insertion,15,5,8.19656
18700,random,merge_insertion,20,5,7.6782
18700,random,merge_insertion,30,5,7.96084
18700,random,merge_insertion,50,5,7.94618
18700,reversed,merge,0,5,5.469
18700,reversed,merge_insertion,5,5,4.96324
18700,reversed,merge_insertion,10,5,4.66594
18700,reversed,merge_insertion,15,5,4.76238
18700,reversed,merge_insertion,20,5,5.12588
18700,reversed,merge_insertion,30,5,5.516
18700,reversed,merge_insertion,50,5,6.6672
18700,almost_sorted,merge,0,5,5.85504
18700,almost_sorted,merge_insertion,5,5,4.30928
18700,almost_sorted,merge_insertion,10,5,4.10926
18700,almost_sorted,merge_insertion,15,5,4.91138
18700,almost_sorted,merge_insertion,20,5,4.31416
18700,almost_sorted,merge_insertion,30,5,4.3273
18700,almost_sorted,merge_insertion,50,5,4.04106
18800,random,merge,0,5,9.46304
18800,random,merge_insertion,5,5,8.12254
18800,random,merge_insertion,10,5,8.08766
18800,random,merge_insertion,15,5,7.88048
18800,random,merge_insertion,20,5,6.94428
18800,random,merge_insertion,30,5,7.83574
18800,random,merge_insertion,50,5,7.8602
18800,reversed,merge,0,5,5.63336
18800,reversed,merge_insertion,5,5,4.0369
18800,reversed,merge_insertion,10,5,4.54806
18800,reversed,merge_insertion,15,5,4.80574
18800,reversed,merge_insertion,20,5,4.89348
18800,reversed,merge_insertion,30,5,5.0382
18800,reversed,merge_insertion,50,5,6.34256
18800,almost_sorted,merge,0,5,5.80748
18800,almost_sorted,merge_insertion,5,5,5.09736
18800,almost_sorted,merge_insertion,10,5,4.75956
18800,almost_sorted,merge_insertion,15,5,5.5619
18800,almost_sorted,merge_insertion,20,5,4.37574
18800,almost_sorted,merge_insertion,30,5,4.46722
18800,almost_sorted,merge_insertion,50,5,4.05072
18900,random,merge,0,5,9.15232
18900,random,merge_insertion,5,5,8.58194
18900,random,merge_insertion,10,5,8.15072
18900,random,merge_insertion,15,5,7.75004
18900,random,merge_insertion,20,5,7.96422
18900,random,merge_insertion,30,5,7.79598
18900,random,merge_insertion,50,5,6.30336
18900,reversed,merge,0,5,5.94602
18900,reversed,merge_insertion,5,5,4.82894
18900,reversed,merge_insertion,10,5,4.56176
18900,reversed,merge_insertion,15,5,4.77888
18900,reversed,merge_insertion,20,5,5.18798
18900,reversed,merge_insertion,30,5,5.02486
18900,reversed,merge_insertion,50,5,6.7782
18900,almost_sorted,merge,0,5,6.00018
18900,almost_sorted,merge_insertion,5,5,5.29382
18900,almost_sorted,merge_insertion,10,5,4.98856
18900,almost_sorted,merge_insertion,15,5,4.35834
18900,almost_sorted,merge_insertion,20,5,4.6001
18900,almost_sorted,merge_insertion,30,5,4.39314
18900,almost_sorted,merge_insertion,50,5,4.1668
